title,bias_score,reliability_score,article_url,adfontes_url,date,outlet,outlet_story_count
"FBI Seize Guns from Jake Paul's Home, Raid Involves Scottsdale Protests",0.0,45.25,https://www.tmz.com/2020/08/05/jake-paul-home-search-warrant-fbi/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-05,www.tmz.com,25
"Massive Explosion in Beirut Caused By 2,750 Tons of Ammonium Nitrate",0.0,49.75,https://www.tmz.com/2020/08/04/massive-explosion-beirut-lebanon-port-shockwave-injured/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-04,www.tmz.com,25
SpaceX Astronauts Return to Earth After 62 Days in Orbit,0.0,46.33,https://www.tmz.com/2020/08/02/spacex-nasa-astronauts-return-earth-dragon-endeavor-iss-orbit/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-02,www.tmz.com,25
Neil Young Sues Trump Campaign Over Songs Played at Rallies,-6.33,43.0,https://www.tmz.com/2020/08/04/neil-young-sues-president-trump-campaign-songs-rallies/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-04,www.tmz.com,25
Rep. Jim Clyburn Says Gov't Preparing for Trump's Refusal to Leave White House,-24.67,16.0,https://www.tmz.com/2020/08/05/rep-jim-clyburn-trump-wont-leave-white-house-military-removal-mussolini-putin/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-05,www.tmz.com,25
George Floyd Lawyer Ben Crump Says the Killing Proves It's 'Open Season on Black People',-17.67,36.0,https://www.tmz.com/2020/05/26/george-floyd-killing-lawyer-ben-crump-interview-minneapolis-police/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-05-26,www.tmz.com,25
Kanye West Sues to Get on Presidential Ballot in Ohio After Signatures Rejected,1.0,34.0,https://www.tmz.com/2020/08/27/kanye-west-sues-ohio-to-get-on-presidential-ballot/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-27,www.tmz.com,25
NHL Postpones Games Following Jacob Blake Shooting,-7.0,46.67,https://www.tmz.com/2020/08/27/nhl-postpones-games-following-jacob-blake-shooting/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-27,www.tmz.com,25
"Jacob Blake's Handcuffed to Hospital Bed Despite Being Paralyzed, Dad Says",-9.0,41.33,https://www.tmz.com/2020/08/27/jacob-blakes-handcuffed-to-hospital-bed-despite-being-paralyzed-dad-says/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-27,www.tmz.com,25
"Caitlyn Jenner Says If You’re a Biological Boy, You Shouldn’t be in Girls’ Sports",-18.0,30.0,https://www.tmz.com/2021/05/01/caitlyn-jenner-trans-girls-ban-sports-biological-boys/,https://adfontesmedia.com/tmz-bias-and-reliability/,2021-05-01,www.tmz.com,25
Kim Kardashian's Alleged Trespasser Crashes Through Hidden Hills Gate,0.0,29.33,https://www.tmz.com/2021/03/01/kim-kardashian-alleged-trespasser-crashes-gate-hidden-hills/,https://adfontesmedia.com/tmz-bias-and-reliability/,2021-03-01,www.tmz.com,25
Joe Biden Isn't Getting Government Plane to Fly Him to D.C. Inauguration,-11.0,33.67,https://www.tmz.com/2021/01/19/joe-biden-isnt-getting-government-plane-to-fly-him-to-d-c-inauguration/,https://adfontesmedia.com/tmz-bias-and-reliability/,2021-01-19,www.tmz.com,25
"Facial Recognition, Social Media Scouring Used to Vet National Guard",-2.0,43.67,https://www.tmz.com/2021/01/20/facial-recognition-social-media-scouring-used-in-national-guard-vetting-process/,https://adfontesmedia.com/tmz-bias-and-reliability/,2021-01-20,www.tmz.com,25
"Pro-Trump Protesters Break Into U.S. Capitol, Congress Members Evacuated",0.33,52.33,https://www.tmz.com/videos/2021-01-06-010621-michael-waltz-4907657/,https://adfontesmedia.com/tmz-bias-and-reliability/,2021-01-06,www.tmz.com,25
Nicki Minaj Gives Birth To First Child,0.0,28.67,https://www.tmz.com/2020/10/01/nicki-minaj-gives-birth-first-child-kenneth-petty,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-10-01,www.tmz.com,25
"Amazon Says More Than 19,000 Employees Contracted Coronavirus",-2.67,37.33,https://www.tmz.com/2020/10/01/amazon-employees-contracted-coronavirus-covid-19-frontline-workers,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-10-01,www.tmz.com,25
"Melania Trump Secret Audio, 'Give Me a f***ing Break' Over Border Separation",-5.33,36.0,https://www.tmz.com/2020/10/01/melania-trump-secret-audio-recording-border-separation,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-10-01,www.tmz.com,25
Kenosha Sheriff David Beth Had Hateful Words for Black Suspects Arrested in 2018,-14.33,37.0,https://www.tmz.com/2020/08/27/sheriff-david-beth-angry-rant-2018-black-suspects-warehoused/,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-08-27,www.tmz.com,25
President Trump Getting Antibodies Treatment for COVID-19,-6.33,42.33,https://www.tmz.com/2020/10/01/president-trump-melania-positive-covid-19-coronavirus-hope-hicks,https://adfontesmedia.com/tmz-bias-and-reliability/,2020-10-01,www.tmz.com,25
The Lies Tearing America Apart,13.33,30.67,https://townhall.com/columnists/benshapiro/2021/01/13/the-lies-tearing-america-apart-n2583038,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-13,townhall.com,25
Alabama Secretary of State Shreds CNN Host for Saying Absentee Ballot Voter Fraud Doesn't Exist,21.0,25.78,https://townhall.com/tipsheet/bethbaumann/2020/05/26/watch-alabama-secretary-of-state-puts-cnn-in-their-place-over-voter-fraud-n2569498,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-03-23,townhall.com,25
Burning Cities and Blaming Trump Brings No Justice for George Floyd,17.5,33.38,https://townhall.com/tipsheet/elliebufkin/2020/05/29/trump-is-absolutely-right-to-say-thugs-n2569662,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-05-26,townhall.com,25
At Least MSM Reporters Agree: NYT's Trump Tax Returns 'Bombshell' Is VERY Important,14.0,33.8,https://townhall.com/tipsheet/juliorosas/2020/09/28/at-least-reporters-agree-nyts-trump-tax-returns-story-is-very-important-n2577050,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-05-29,townhall.com,25
Schumer Just Blocked an Election Security Hearing to Boycott SCOTUS,14.0,42.33,https://townhall.com/tipsheet/katiepavlich/2020/09/22/democrats-cancelled-an-election-security-heading-to-boycott-scotus-n2576695,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-09-28,townhall.com,25
BREAKING: President Trump and First Lady Test Positive for Wuhan Coronavirus,18.0,48.0,https://townhall.com/tipsheet/katiepavlich/2020/10/02/breaking-president-trump-and-first-lady-test-positive-for-wuhancoronavirus-n2577338,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-10-02,townhall.com,25
Did You Catch What's Ironic About the Liberal Media's Capitol Building Coverage?,26.33,14.33,https://townhall.com/tipsheet/mattvespa/2021/01/07/did-you-catch-whats-ironic-about-the-liberal-medias-capitol-building-coverage-n2582724,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-07,townhall.com,25
Senate Democrats Nab Big Endorsement from GOP Side in Favor of Impeaching Donald Trump,15.33,36.67,https://townhall.com/tipsheet/mattvespa/2021/01/12/mitch-mcconnell-pleased-with-democrat-impeachment-move-n2583033,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-12,townhall.com,25
Even the Germans Are Appalled By Trump's Twitter Ban...The Bloody Germans,13.0,31.67,https://townhall.com/tipsheet/mattvespa/2021/01/12/dude-even-the-germans-are-appalled-by-trumps-twitter-banthe-bloody-germans-n2582986,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-12,townhall.com,25
Dem Congresswoman Lobs Serious Allegation at GOP Regarding Capitol Building Storming,17.17,27.5,https://townhall.com/tipsheet/mattvespa/2021/01/13/dem-congresswoman-lobs-a-serious-allegation-about-republican-involvement-in-capitol-building-storming-n2583052,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-13,townhall.com,25
"The Bizarre, Partisan Attacks on Dr. Deborah Birx",30.67,29.67,https://townhall.com/tipsheet/guybenson/2020/03/27/the-strange-partisan-attacks-on-dr-birx-n2565845,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2020-03-27,townhall.com,25
A Crazy Impeachment,13.67,36.67,https://townhall.com/columnists/byronyork/2021/01/13/a-crazy-impeachment-n2583034,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-13,townhall.com,25
Hawley Raises Ethics Questions Surrounding Seven Democrats,3.67,44.0,https://townhall.com/tipsheet/bethbaumann/2021/01/25/why-sen-hawley-filed-an-ethics-complaint-against-seven-democratic-senators-n2583698,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-25,townhall.com,25
The First Rule of Gun Safety is That You Don't Point a Gun Directly at Someone Unless You Intend to Shoot Them,8.33,35.0,https://townhall.com/columnists/johnrlottjr/2021/10/25/the-first-rule-of-gun-safety-is-that-you-dont-point-a-gun-directly-at-someone-unless-you-intend-to-shoot-them-n2597959,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-10-25,townhall.com,25
It's Looking Increasingly Likely Adam Kinzinger Could be on Jan. 6 Select Committee,3.67,41.0,https://townhall.com/tipsheet/rebeccadowns/2021/07/22/its-looking-increasingly-likely-adam-kinzinger-could-be-on-jan-6-select-committee-n2592980,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-07-22,townhall.com,25
Pentagon's Report Reveals Most of UFOs Were 'Unexplained',10.67,38.0,https://townhall.com/tipsheet/rebeccadowns/2021/06/25/pentagons-report-reveals-most-of-ufos-were-unexplained-but-no-firm-conclusions-reached-n2591616,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-06-25,townhall.com,25
Fight with Us Against the Leftists Ruining America,25.67,9.67,https://townhall.com/columnists/townhallcomstaff/2021/05/21/fight-with-us-against-the-leftists-ruining-america-n2589829,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-05-21,townhall.com,25
"Study: Texas Reopening Had No Impact on COVID Cases, Deaths",21.67,21.67,https://townhall.com/tipsheet/landonmion/2021/05/21/study-texas-reopening-had-no-impact-on-covid-cases-deaths-n2589848,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-05-21,townhall.com,25
Teachers Unions Fail Science,15.0,33.67,https://townhall.com/columnists/johnstossel/2021/01/13/teachers-unions-fail-science-n2583020,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-13,townhall.com,25
"U.S. Confiscates More Than $90,000 from Man Selling Video of Capitol Riot",12.33,45.67,https://townhall.com/tipsheet/landonmion/2021/05/21/us-confiscates-more-than-90000-from-man-selling-video-of-capitol-riot-n2589852,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-05-21,townhall.com,25
"Hamas Thanks Iran for Providing Weapons, Funding to Attack Israel",18.33,26.67,https://townhall.com/tipsheet/spencerbrown/2021/05/22/hamas-leader-thanks-iran-for-providing-weapons-n2589853,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-05-22,townhall.com,25
Republican Votes to Punish Rep. Marjorie Taylor Greene Does Not Bode Well for the GOP,22.33,22.67,https://townhall.com/columnists/bobbarr/2021/02/10/republican-votes-to-punish-rep-marjorie-taylor-greene-does-not-bode-well-for-the-gop-n2584492,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-02-10,townhall.com,25
Why McConnell Is Green Lighting a Power-sharing Agreement,2.67,45.0,https://townhall.com/tipsheet/bethbaumann/2021/01/25/mcconnell-we-can-now-move-forward-with-a-powersharing-agreement-n2583705,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-25,townhall.com,25
Shapiro Has More Than 100 Politico Reporters Shedding Tears... Still,14.67,29.33,https://townhall.com/tipsheet/bethbaumann/2021/01/25/more-than-100-politico-staffers-are-still-triggered-by-ben-shapiros-newsletter-n2583699,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-01-25,townhall.com,25
And Now The Associated Press Almost Got into Trouble for Wading into the Anti-Semitic Waters,24.0,15.33,https://townhall.com/tipsheet/mattvespa/2021/05/21/and-now-the-associated-press-almost-got-into-trouble-for-wading-into-the-anti-sem-n2589805,https://adfontesmedia.com/townhall-bias-and-reliability-2/,2021-05-21,townhall.com,25
Poll: Most Americans Believe Mail-In Voting Should Be Allowed in 2020 Elections,-11.33,47.33,https://truthout.org/articles/poll-most-americans-believe-mail-in-voting-should-be-allowed-in-2020-elections/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-05,truthout.org,25
Lawmakers Question Legality of Trump Accepting GOP Nomination From White House,-8.33,48.33,https://truthout.org/articles/lawmakers-question-legality-of-trump-accepting-gop-nomination-from-white-house/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-05,truthout.org,25
Portland’s Wall of Moms Joined by Dads With Leaf Blowers Against Trump’s Police,-16.11,35.67,https://truthout.org/articles/portlands-wall-of-moms-joined-by-dads-with-leaf-blowers-against-trumps-police/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-07-21,truthout.org,25
A Dangerous Hate Campaign Is Ramping Up Against Ilhan Omar,-19.5,34.5,https://truthout.org/video/a-dangerous-hate-campaign-is-ramping-up-against-ilhan-omar/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-04-16,truthout.org,25
Trump Wants to End Regulation That Cut Mercury Pollution by 81 Percent,-11.67,38.67,https://truthout.org/articles/trump-wants-to-end-regulation-that-cut-mercury-pollution-by-81-percent/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-04-16,truthout.org,25
Will Decentralization of Neo-Nazism Spur More Right-Wing Terrorism?,-21.5,36.0,https://truthout.org/articles/will-decentralization-of-neo-nazism-spur-more-right-wing-terrorism/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-03-18,truthout.org,25
Ocasio-Cortez Is Winning the Battle Against GOP Sexists,-23.33,23.0,https://truthout.org/articles/ocasio-cortez-is-winning-the-battle-against-gop-sexists/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-04-13,truthout.org,25
Establishment Democrats Are Undermining Medicare for All,-28.0,34.0,https://truthout.org/articles/establishment-democrats-are-undermining-medicare-for-all/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-03-17,truthout.org,25
“Lords of Chaos” Brings a White Nationalist’s Book to the Big Screen,-19.5,34.5,https://truthout.org/articles/lords-of-chaos-brings-a-white-nationalists-book-to-the-big-screen/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-03-19,truthout.org,25
BLM Activist Cori Bush Ousts Incumbent Democrat in Missouri Primary Election,-13.67,43.33,https://truthout.org/articles/blm-activist-cori-bush-ousts-incumbent-democrat-in-missouri-primary-election/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-05,truthout.org,25
Trump’s New Proposal Cheats 8 Million Working People of Overtime Pay,-16.67,33.0,https://truthout.org/articles/trumps-new-proposal-cheats-8-million-working-people-of-overtime-pay/,https://adfontesmedia.com/truthout-bias-and-reliability/,2019-04-13,truthout.org,25
"“Israeli Settlers Make a Living Out of Our Suffering,” Says Palestinian Activist",-17.0,27.67,https://truthout.org/articles/israeli-settlers-make-a-living-out-of-our-suffering-says-palestinian-activist/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-05,truthout.org,25
GOP Proposes Letting Fossil Fuel Firms Sue Sick Workers Seeking Compensation,-15.83,35.0,https://truthout.org/articles/gop-proposes-letting-fossil-fuel-firms-sue-sick-workers-seeking-compensation/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-05,truthout.org,25
Twitter Forces Ann Coulter to Delete Tweet Praising Kyle Rittenhouse,-24.0,34.0,https://truthout.org/articles/twitter-forces-ann-coulter-to-delete-tweet-praising-kyle-rittenhouse/,https://adfontesmedia.com/truthout-bias-and-reliability/,2020-08-28,truthout.org,25
White House Officially Endorses “Long Overdue” DC Statehood,-14.33,39.67,https://truthout.org/articles/white-house-officially-endorses-long-overdue-d-c-statehood/,https://adfontesmedia.com/truthout-bias-and-reliability/,2021-04-20,truthout.org,25
Amazon’s Anti-Union Bullying Shows Why We Need the PRO Act,-13.33,40.33,https://truthout.org/articles/amazons-anti-union-bullying-shows-why-we-need-the-pro-act/,https://adfontesmedia.com/truthout-bias-and-reliability/,2021-05-04,truthout.org,25
